"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","一個月走勢圖","三個月走勢圖","一年走勢圖","三年走勢圖"
"901",="6703","軒郁","櫃","03/17","","131","+8.5","+6.94","306","39.6","122.5","123.5","134","123","8.98","20.2","3.41","    ","    ","    ","    "
"902",="8069","元太","櫃","03/17","","175.5","+2","+1.15","11,011","1,945","173.5","177","178","175.5","1.44","20.2","4.58","    ","    ","    ","    "
"903",="3289","宜特","櫃","03/17","","90.7","-2","-2.16","3,565","327","92.7","94","94.2","90.3","4.21","20.2","2.07","    ","    ","    ","    "
"904",="3380","明泰","市","03/17","","34.3","+0.75","+2.24","2,047","70","33.55","33.9","34.4","33.75","1.94","20.3","1.79","    ","    ","    ","    "
"905",="8931","大汽電","櫃","03/17","","61.4","+1.7","+2.85","647","39.7","59.7","60.5","62.4","60.5","3.18","20.4","3.45","    ","    ","    ","    "
"906",="5321","美而快","櫃","03/17","","84.1","+2.1","+2.56","351","29.3","82","82.5","84.5","82.5","2.44","20.5","4.56","    ","    ","    ","    "
"907",="5512","力麒","櫃","03/17","","9.64","+0.17","+1.8","2,954","28.5","9.47","9.6","9.76","9.52","2.53","20.5","0.54","    ","    ","    ","    "
"908",="4746","台耀","市","03/17","","69.8","+1.9","+2.8","1,577","109","67.9","68.7","69.9","68.4","2.21","20.5","1.12","    ","    ","    ","    "
"909",="1722","台肥","市","03/17","","55.9","+0.1","+0.18","1,858","104","55.8","56","56.4","55.8","1.08","20.6","1.03","    ","    ","    ","    "
"910",="6183","關貿","市","03/17","","63.7","+0.2","+0.31","32","2.07","63.5","64.1","64.1","63.5","0.94","20.6","3.87","    ","    ","    ","    "
"911",="1219","福壽","市","03/17","","20.65","+0.25","+1.23","1,063","21.8","20.4","20.5","20.7","20.4","1.47","20.6","1.52","    ","    ","    ","    "
"912",="6158","禾昌","櫃","03/17","","24.8","+0.3","+1.22","17","0.41","24.5","24.65","25","24.65","1.43","20.7","1.24","    ","    ","    ","    "
"913",="8072","陞泰","市","03/17","","25.85","+0.2","+0.78","81","2.1","25.65","25.75","26.15","25.75","1.56","20.7","0.92","    ","    ","    ","    "
"914",="1229","聯華","市","03/17","","54.4","-1.1","-1.98","2,887","158","55.5","56","56","52.8","5.77","20.7","2.15","    ","    ","    ","    "
"915",="6243","迅杰","市","03/17","","36.05","-0.3","-0.83","699","25.5","36.35","37.05","37.15","36.05","3.03","20.7","2.06","    ","    ","    ","    "
"916",="5546","永固-KY","市","03/17","","41.3","+0.1","+0.24","17","0.7","41.2","41.75","41.75","41.05","1.7","20.8","1.18","    ","    ","    ","    "
"917",="1503","士電","市","03/17","","80.2","+0.4","+0.5","1,507","121","79.8","80.8","81","79.2","2.26","20.8","1.49","    ","    ","    ","    "
"918",="1519","華城","市","03/17","","66.7","+0.5","+0.76","5,786","385","66.2","67.1","67.4","65.6","2.72","20.8","4.2","    ","    ","    ","    "
"919",="6405","悅城","市","03/17","","21.65","+0.3","+1.41","10","0.22","21.35","21.6","21.65","21.6","0.23","20.8","0.55","    ","    ","    ","    "
"920",="8478","東哥遊艇","市","03/17","","380.5","+16","+4.39","3,802","1,433","364.5","371.5","384","370.5","3.7","20.8","7.56","    ","    ","    ","    "
"921",="6719","力智","市","03/17","","309.5","+12.5","+4.21","2,375","729","297","304","310","301.5","2.86","20.8","2.77","    ","    ","    ","    "
"922",="2358","廷鑫","市","03/17","","14.6","+0.3","+2.1","459","6.66","14.3","14.45","14.6","14.4","1.4","20.9","1.01","    ","    ","    ","    "
"923",="3006","晶豪科","市","03/17","","77.4","+1.4","+1.84","1,901","147","76","77.4","78","77","1.32","20.9","1.83","    ","    ","    ","    "
"924",="1309","台達化","市","03/17","","21.75","+0.5","+2.35","847","18.3","21.25","21.45","21.8","21.45","1.65","20.9","1.2","    ","    ","    ","    "
"925",="8042","金山電","櫃","03/17","","37.05","-0.2","-0.54","17","0.62","37.25","38.5","38.5","37","4.03","20.9","1.17","    ","    ","    ","    "
"926",="2399","映泰","市","03/17","","16.55","+0.55","+3.44","9,996","165","16","16.15","16.7","16.15","3.44","20.9","1.29","    ","    ","    ","    "
"927",="1721","三晃","市","03/17","","14.05","+0.2","+1.44","274","3.85","13.85","13.95","14.1","13.95","1.08","21","1.08","    ","    ","    ","    "
"928",="6756","威鋒電子","市","03/17","","221.5","+5.5","+2.55","1,146","254","216","219.5","224","218","2.78","21","4.79","    ","    ","    ","    "
"929",="3552","同致","櫃","03/17","","159","+3.5","+2.25","913","145","155.5","157.5","160.5","156.5","2.57","21","3.23","    ","    ","    ","    "
"930",="2929","淘帝-KY","市","03/17","","13.95","+0.2","+1.45","725","10.1","13.75","13.75","14.05","13.75","2.18","21.1","0.5","    ","    ","    ","    "
"931",="6418","詠昇","櫃","03/17","","16.1","0","0","89","1.42","16.1","16.1","16.2","15.85","2.17","21.2","1.15","    ","    ","    ","    "
"932",="1416","廣豐","市","03/17","","10.85","+0.15","+1.4","256","2.76","10.7","10.8","10.85","10.7","1.4","21.3","0.56","    ","    ","    ","    "
"933",="1795","美時","市","03/17","","247.5","+2","+0.81","4,901","1,216","245.5","249","251","245","2.44","21.4","4.68","    ","    ","    ","    "
"934",="6212","理銘","櫃","03/17","","49","-0.5","-1.01","3","0.15","49.5","48.05","49","48","2.02","21.4","1.87","    ","    ","    ","    "
"935",="8341","日友","市","03/17","","165.5","+3","+1.85","281","46.4","162.5","164","167.5","163","2.77","21.4","5.76","    ","    ","    ","    "
"936",="2362","藍天","市","03/17","","30.3","-0.5","-1.62","15,527","472","30.8","30.8","31.85","30.3","5.03","21.5","0.42","    ","    ","    ","    "
"937",="2613","中櫃","市","03/17","","22.6","+0.45","+2.03","338","7.66","22.15","22.55","22.95","22.5","2.03","21.5","0.96","    ","    ","    ","    "
"938",="2884","玉山金","市","03/17","","23.7","+0.15","+0.64","31,457","746","23.55","23.55","23.95","23.55","1.7","21.5","1.72","    ","    ","    ","    "
"939",="2753","八方雲集","市","03/17","","211.5","+12","+6.02","2,293","476","199.5","202.5","213","199.5","6.77","21.7","4.48","    ","    ","    ","    "
"940",="3673","TPK-KY","市","03/17","","34.35","+0.25","+0.73","1,931","66.6","34.1","34.5","34.8","34.35","1.32","21.7","0.36","    ","    ","    ","    "
"941",="6781","AES-KY","市","03/17","","792","+11","+1.41","711","565","781","800","803","788","1.92","21.8","5.54","    ","    ","    ","    "
"942",="1809","中釉","市","03/17","","13.5","+0.1","+0.75","292","3.95","13.4","13.5","13.6","13.45","1.12","21.8","0.75","    ","    ","    ","    "
"943",="3266","昇陽","市","03/17","","12.45","+0.15","+1.22","34","0.42","12.3","12.35","12.45","12.35","0.81","21.8","0.81","    ","    ","    ","    "
"944",="6615","慧智","櫃","03/17","","38","+0.05","+0.13","5","0.2","37.95","37.9","38.25","37.9","0.92","22","1.34","    ","    ","    ","    "
"945",="6690","安碁資訊","櫃","03/17","","176","+4","+2.33","202","35.7","172","174","178.5","173","3.2","22.2","3.24","    ","    ","    ","    "
"946",="8040","九暘","櫃","03/17","","49.4","+0.25","+0.51","345","17.1","49.15","49.9","50.4","49.25","2.34","22.3","3.87","    ","    ","    ","    "
"947",="2230","泰茂","櫃","03/17","","78.9","+3.6","+4.78","1,406","109","75.3","77","78.9","76.3","3.45","22.3","5.23","    ","    ","    ","    "
"948",="4972","湯石照明","櫃","03/17","","30.15","+0.1","+0.33","73","2.19","30.05","30","30.15","29.95","0.67","22.3","1.03","    ","    ","    ","    "
"949",="8455","大拓-KY","櫃","03/17","","22.15","-0.65","-2.85","7","0.15","22.8","22.1","22.15","21.75","1.75","22.4","1.05","    ","    ","    ","    "
"950",="6246","臺龍","櫃","03/17","","14.1","+0.1","+0.71","12","0.17","14","13.75","14.1","13.75","2.5","22.4","1.16","    ","    ","    ","    "
"951",="6763","綠界科技","櫃","03/17","","467","+8.5","+1.85","73","34.2","458.5","464","476","464","2.62","22.4","3.34","    ","    ","    ","    "
"952",="6834","天二科技","市","03/17","","28.25","-0.05","-0.18","52","1.47","28.3","28.15","28.3","28.1","0.71","22.4","1.55","    ","    ","    ","    "
"953",="8074","鉅橡","櫃","03/17","","20.65","+0.15","+0.73","86","1.78","20.5","20.6","20.8","20.55","1.22","22.4","1.25","    ","    ","    ","    "
"954",="6108","競國","市","03/17","","16.9","+0.1","+0.6","62","1.04","16.8","16.9","17","16.85","0.89","22.5","0.73","    ","    ","    ","    "
"955",="6732","昇佳電子","櫃","03/17","","390","+30.5","+8.48","2,363","902","359.5","368","392","365.5","7.37","22.6","4.27","    ","    ","    ","    "
"956",="1216","統一","市","03/17","","68.7","-0.5","-0.72","11,873","816","69.2","68.9","69","68.5","0.72","22.7","3.11","    ","    ","    ","    "
"957",="2308","台達電","市","03/17","","286.5","0","0","5,074","1,456","286.5","287","288.5","286","0.87","22.8","3.98","    ","    ","    ","    "
"958",="6747","亨泰光","櫃","03/17","","245","+19","+8.41","650","154","226","225","247.5","225","9.96","22.8","4.87","    ","    ","    ","    "
"959",="2482","連宇","市","03/17","","52.8","+1.8","+3.53","13,341","706","51","52.1","53.9","51.5","4.71","22.9","3.7","    ","    ","    ","    "
"960",="5284","jpp-KY","市","03/17","","95.9","+2.3","+2.46","1,219","116","93.6","94.8","96.5","93.5","3.21","23","2.43","    ","    ","    ","    "
"961",="3628","盈正","櫃","03/17","","43.35","+0.6","+1.4","54","2.32","42.75","43.8","44.1","43","2.57","23.1","1.3","    ","    ","    ","    "
"962",="3011","今皓","市","03/17","","22.15","+0.15","+0.68","2,646","58.8","22","22","22.5","21.8","3.18","23.1","2.46","    ","    ","    ","    "
"963",="6859","伯特光","櫃","03/17","","157","+4","+2.61","209","32.7","153","155","158.5","154","2.94","23.1","3.6","    ","    ","    ","    "
"964",="4129","聯合","櫃","03/17","","51","+0.7","+1.39","617","31.5","50.3","50.6","51.6","50.6","1.99","23.2","1.55","    ","    ","    ","    "
"965",="3207","耀勝","櫃","03/17","","79.1","+2.7","+3.53","2,740","214","76.4","77.9","79.1","76.6","3.27","23.2","4.71","    ","    ","    ","    "
"966",="4510","高鋒","櫃","03/17","","11.15","+0.3","+2.76","166","1.83","10.85","10.9","11.15","10.9","2.3","23.2","0.6","    ","    ","    ","    "
"967",="1617","榮星","市","03/17","","15.1","+0.15","+1","34","0.51","14.95","15.15","15.15","15.05","0.67","23.2","1.11","    ","    ","    ","    "
"968",="8431","匯鑽科","櫃","03/17","","56","+0.4","+0.72","73","4.06","55.6","55.8","56","55.2","1.44","23.2","2.64","    ","    ","    ","    "
"969",="1727","中華化","市","03/17","","25.8","+0.45","+1.78","228","5.89","25.35","25.75","26","25.55","1.78","23.2","1.78","    ","    ","    ","    "
"970",="2906","高林","市","03/17","","17.2","+0.4","+2.38","1,227","21.1","16.8","16.8","17.8","16.8","5.95","23.2","1.16","    ","    ","    ","    "
"971",="6542","隆中","櫃","03/17","","46","+1.5","+3.37","1","0.05","44.5","46","46","46","0","23.4","2.93","    ","    ","    ","    "
"972",="2351","順德","市","03/17","","121","+1.5","+1.26","1,334","163","119.5","122.5","124","121","2.51","23.4","3.33","    ","    ","    ","    "
"973",="6782","視陽","市","03/17","","261","+3","+1.16","440","115","258","260","266.5","255.5","4.26","23.5","5.33","    ","    ","    ","    "
"974",="3311","閎暉","市","03/17","","34.6","+0.1","+0.29","8","0.26","34.5","34.5","34.6","34.5","0.29","23.5","0.91","    ","    ","    ","    "
"975",="5438","東友","櫃","03/17","","17.45","0","0","30","0.54","17.45","17.5","17.8","17.45","2.01","23.6","0.94","    ","    ","    ","    "
"976",="3128","昇銳","櫃","03/17","","41.8","+0.7","+1.7","858","36","41.1","41.75","42.2","41.5","1.7","23.6","2.89","    ","    ","    ","    "
"977",="1714","和桐","市","03/17","","8.74","+0.05","+0.58","1,533","13.4","8.69","8.69","8.76","8.69","0.81","23.6","0.72","    ","    ","    ","    "
"978",="2355","敬鵬","市","03/17","","29.6","0","0","664","19.7","29.6","29.8","30","29.45","1.86","23.7","0.74","    ","    ","    ","    "
"979",="1440","南紡","市","03/17","","16.6","0","0","1,375","22.9","16.6","16.65","16.75","16.6","0.9","23.7","1","    ","    ","    ","    "
"980",="3219","倚強科","櫃","03/17","","55.6","+0.3","+0.54","26","1.48","55.3","56.7","57.8","55.6","3.98","23.8","2.97","    ","    ","    ","    "
"981",="4155","訊映","市","03/17","","36.85","+0.8","+2.22","5,318","196","36.05","36.05","37.2","36.05","3.19","23.8","2","    ","    ","    ","    "
"982",="5704","老爺知","櫃","03/17","","61.4","+0.6","+0.99","562","34.8","60.8","61.2","63.2","60.2","4.93","23.8","4.53","    ","    ","    ","    "
"983",="4137","麗豐-KY","市","03/17","","207","-2","-0.96","404","83.6","209","209","211","204.5","3.11","23.8","3.52","    ","    ","    ","    "
"984",="8410","森田","櫃","03/17","","30.05","0","0","0","0.01","30.05","30.05","30.05","30.05","0","23.8","0.73","    ","    ","    ","    "
"985",="6125","廣運","櫃","03/17","","29.1","+0.8","+2.83","4,451","128","28.3","28.6","29.2","28.35","3","23.9","2.06","    ","    ","    ","    "
"986",="2455","全新","市","03/17","","90.5","+7.4","+8.9","14,616","1,296","83.1","84.4","91.3","84.2","8.54","23.9","5.49","    ","    ","    ","    "
"987",="3653","健策","市","03/17","","404","+3.5","+0.87","3,012","1,245","400.5","407","425.5","404","5.37","23.9","6.53","    ","    ","    ","    "
"988",="2227","裕日車","市","03/17","","192.5","-3.5","-1.79","77","14.9","196","196","197","192.5","2.3","23.9","3","    ","    ","    ","    "
"989",="6512","啟發電","櫃","03/17","","21.55","+0.55","+2.62","10","0.21","21","21","21.75","21","3.57","23.9","1.29","    ","    ","    ","    "
"990",="4904","遠傳","市","03/17","","70.8","-0.3","-0.42","9,147","648","71.1","71.1","71.3","70.6","0.98","24","3.65","    ","    ","    ","    "
"991",="2908","特力","市","03/17","","20.65","+0.1","+0.49","157","3.25","20.55","20.55","20.7","20.55","0.73","24","1.49","    ","    ","    ","    "
"992",="6205","詮欣","市","03/17","","85.3","+3.7","+4.53","3,617","308","81.6","84","86.5","83.2","4.04","24","2.92","    ","    ","    ","    "
"993",="3373","熱映","櫃","03/17","","24.05","+0.4","+1.69","40","0.95","23.65","23.7","24.05","23.65","1.69","24","1.01","    ","    ","    ","    "
"994",="2886","兆豐金","市","03/17","","31.75","+0.1","+0.32","16,365","521","31.65","31.95","32.1","31.75","1.11","24.1","1.48","    ","    ","    ","    "
"995",="1218","泰山","市","03/17","","28.4","+0.3","+1.07","1,194","33.8","28.1","28.2","28.55","28.15","1.42","24.1","1.99","    ","    ","    ","    "
"996",="2706","第一店","市","03/17","","14.5","+0.1","+0.69","407","5.89","14.4","14.45","14.55","14.35","1.39","24.2","0.75","    ","    ","    ","    "
"997",="3372","典範","櫃","03/17","","11.85","+0.1","+0.85","116","1.37","11.75","11.8","11.85","11.75","0.85","24.2","0.98","    ","    ","    ","    "
"998",="6874","倍力","櫃","03/17","","116.5","+10.5","+9.91","844","94.6","106","109","116.5","106","9.91","24.2","5.33","    ","    ","    ","    "
"999",="2634","漢翔","市","03/17","","40.25","+0.05","+0.12","12,080","488","40.2","40.75","40.95","40.1","2.11","24.2","2.44","    ","    ","    ","    "
"1000",="2013","中鋼構","市","03/17","","58.1","+1","+1.75","112","6.51","57.1","57.5","58.4","57.3","1.93","24.3","2.21","    ","    ","    ","    "
"1001",="5452","佶優","櫃","03/17","","21.15","+0.65","+3.17","3,259","68.9","20.5","20.95","21.5","20.75","3.66","24.3","1.54","    ","    ","    ","    "
"1002",="7402","邑錡","櫃","03/17","","64","+4.1","+6.84","583","36.4","59.9","60.6","64","60.6","5.68","24.3","4.01","    ","    ","    ","    "
"1003",="3290","東浦","櫃","03/17","","28.5","+1.95","+7.34","6,455","180","26.55","26.75","28.6","26.75","6.97","24.4","1.82","    ","    ","    ","    "
"1004",="6510","精測","櫃","03/17","","573","+15","+2.69","99","56.4","558","566","573","566","1.25","24.4","2.38","    ","    ","    ","    "
"1005",="6752","叡揚","櫃","03/17","","140.5","+12.5","+9.77","475","64.5","128","127.5","140.5","127.5","10.2","24.5","4.55","    ","    ","    ","    "
"1006",="4807","日成-KY","市","03/17","","20.85","+0.35","+1.71","3","0.06","20.5","20.45","20.85","20.45","1.95","24.5","0.85","    ","    ","    ","    "
"1007",="6594","展匯科","櫃","03/17","","30","0","0","33","0.98","30","30","30.35","30","1.17","24.6","1.38","    ","    ","    ","    "
"1008",="3023","信邦","市","03/17","","301.5","+7","+2.38","494","149","294.5","297","303","297","2.04","24.7","5.65","    ","    ","    ","    "
"1009",="1521","大億","市","03/17","","37.2","+0.2","+0.54","29","1.1","37","37.95","38","36.85","3.11","24.8","1.58","    ","    ","    ","    "
"1010",="2453","凌群","市","03/17","","59.8","+5.4","+9.93","15,463","898","54.4","56","59.8","55.8","7.35","24.9","3.09","    ","    ","    ","    "
"1011",="6531","愛普*","市","03/17","","303.5","+7.5","+2.53","19,356","5,904","296","304.5","310","299.5","3.55","25.1","4.48","    ","    ","    ","    "
"1012",="2412","中華電","市","03/17","","118","-1","-0.84","12,592","1,491","119","119","119.5","118","1.26","25.1","2.4","    ","    ","    ","    "
"1013",="1711","永光","市","03/17","","18.35","+0.15","+0.82","396","7.26","18.2","18.35","18.45","18.25","1.1","25.1","1.21","    ","    ","    ","    "
"1014",="6865","偉康科技","櫃","03/17","","101.5","+7.3","+7.75","371","37.3","94.2","96.1","102.5","96","6.9","25.2","4.61","    ","    ","    ","    "
"1015",="2642","宅配通","市","03/17","","46.6","+0.35","+0.76","83","3.87","46.25","47","47","46.25","1.62","25.2","2.02","    ","    ","    ","    "
"1016",="3045","台灣大","市","03/17","","99","+0.6","+0.61","8,067","799","98.4","98.4","99.7","98.1","1.63","25.3","4.33","    ","    ","    ","    "
"1017",="1227","佳格","市","03/17","","40.6","+0.55","+1.37","2,732","109","40.05","40.1","40.6","39.75","2.12","25.4","2.13","    ","    ","    ","    "
"1018",="2034","允強","市","03/17","","29.45","+0.5","+1.73","954","28","28.95","29.2","29.5","29.1","1.38","25.4","1.26","    ","    ","    ","    "
"1019",="6477","安集","市","03/17","","49","+2.05","+4.37","7,454","362","46.95","47.5","49.2","47.25","4.15","25.4","1.81","    ","    ","    ","    "
"1020",="6693","廣閎科","櫃","03/17","","63.2","+0.8","+1.28","47","2.95","62.4","62.4","63.2","62.4","1.28","25.5","2.46","    ","    ","    ","    "
"1021",="1734","杏輝","市","03/17","","30.15","+0.15","+0.5","350","10.6","30","30.1","30.4","30.1","1","25.6","1.73","    ","    ","    ","    "
"1022",="3652","精聯","市","03/17","","27.05","+0.65","+2.46","668","18.1","26.4","26.95","27.55","26.65","3.41","25.8","1.12","    ","    ","    ","    "
"1023",="8110","華東","市","03/17","","12.9","+0.3","+2.38","449","5.77","12.6","12.8","12.9","12.75","1.19","25.8","0.67","    ","    ","    ","    "
"1024",="8926","台汽電","市","03/17","","39.75","+1.15","+2.98","2,548","101","38.6","38.85","39.85","38.85","2.59","25.8","2","    ","    ","    ","    "
"1025",="2537","聯上發","市","03/17","","6.74","+0.02","+0.3","1,006","6.78","6.72","6.71","6.77","6.71","0.89","25.9","0.49","    ","    ","    ","    "
"1026",="2497","怡利電","市","03/17","","74.8","+0.5","+0.67","1,219","91.5","74.3","75","75.8","74.6","1.62","26","4.48","    ","    ","    ","    "
"1027",="6104","創惟","櫃","03/17","","119.5","+3","+2.58","3,563","425","116.5","119","120","118.5","1.29","26","5.57","    ","    ","    ","    "
"1028",="2755","揚秦","櫃","03/17","","137","+9.5","+7.45","111","14.9","127.5","128.5","138","128.5","7.45","26.1","4.6","    ","    ","    ","    "
"1029",="1584","精剛","櫃","03/17","","29.25","+0.85","+2.99","6,157","179","28.4","29","29.55","28.65","3.17","26.1","2.15","    ","    ","    ","    "
"1030",="2395","研華","市","03/17","","363","+4","+1.11","882","319","359","361","363","358.5","1.25","26.2","6.45","    ","    ","    ","    "
"1031",="2442","新美齊","市","03/17","","14.75","+0.6","+4.24","3,632","53.3","14.15","14.3","14.9","14.25","4.59","26.3","0.97","    ","    ","    ","    "
"1032",="2338","光罩","市","03/17","","88.8","+2.7","+3.14","12,384","1,095","86.1","87.7","89.6","87.1","2.9","26.4","4.01","    ","    ","    ","    "
"1033",="2369","菱生","市","03/17","","14.8","+0.45","+3.14","448","6.56","14.35","14.6","14.8","14.55","1.74","26.4","0.97","    ","    ","    ","    "
"1034",="3663","鑫科","櫃","03/17","","29.65","+0.05","+0.17","63","1.87","29.6","29.7","29.85","29.65","0.68","26.5","1.82","    ","    ","    ","    "
"1035",="2701","萬企","市","03/17","","12.45","-0.05","-0.4","439","5.52","12.5","12.55","12.7","12.45","2","26.5","0.71","    ","    ","    ","    "
"1036",="2947","振宇五金","櫃","03/17","","92","-0.1","-0.11","22","2.02","92.1","92.1","92.2","92","0.22","26.5","2.46","    ","    ","    ","    "
"1037",="8255","朋程","櫃","03/17","","163","+2","+1.24","567","91.7","161","163.5","164.5","160","2.8","26.5","2.71","    ","    ","    ","    "
"1038",="4916","事欣科","市","03/17","","32.2","+1.2","+3.87","4,228","136","31","31.8","32.75","31.45","4.19","26.6","1.8","    ","    ","    ","    "
"1039",="4205","中華食","櫃","03/17","","106","-0.5","-0.47","10","1.04","106.5","106.5","106.5","106","0.47","26.6","5.26","    ","    ","    ","    "
"1040",="3701","大眾控","市","03/17","","49.55","+0.05","+0.1","1,065","53","49.5","50.3","50.4","49.1","2.63","26.6","3.39","    ","    ","    ","    "
"1041",="8028","昇陽半導體","市","03/17","","58","+1.3","+2.29","1,469","85.2","56.7","57.3","58.7","57.3","2.47","26.7","2.96","    ","    ","    ","    "
"1042",="2849","安泰銀","市","03/17","","14.45","+0.15","+1.05","39","0.56","14.3","14.35","14.45","14.3","1.05","26.8","0.86","    ","    ","    ","    "
"1043",="1312","國喬","市","03/17","","19.55","+0.65","+3.44","2,738","53.2","18.9","19.1","19.7","19.1","3.17","26.8","0.54","    ","    ","    ","    "
"1044",="4572","駐龍","市","03/17","","138","+1","+0.73","371","51.1","137","139.5","140.5","136","3.28","26.9","2.87","    ","    ","    ","    "
"1045",="9937","全國","市","03/17","","63.3","+2.2","+3.6","61","3.85","61.1","61.6","64","61.6","3.93","26.9","3.66","    ","    ","    ","    "
"1046",="3046","建碁","市","03/17","","67.1","-0.6","-0.89","10,472","711","67.7","68.5","69.6","66.6","4.43","26.9","6.26","    ","    ","    ","    "
"1047",="3356","奇偶","市","03/17","","40.75","+0.5","+1.24","897","36.7","40.25","41","41.35","40.5","2.11","27","1.99","    ","    ","    ","    "
"1048",="6265","方土昶","櫃","03/17","","10","+0.01","+0.1","159","1.6","9.99","10.1","10.2","9.99","2.1","27","0.83","    ","    ","    ","    "
"1049",="5468","凱鈺","櫃","03/17","","17.05","+0.25","+1.49","44","0.74","16.8","17.3","17.3","16.6","4.17","27.1","1.73","    ","    ","    ","    "
